Italy,0.007701757277441129,0.00035206391425336904,0.32414596532803197,0.32015237917397077,0.024135340525104913,0.36397505470220093,52.31410513728453,1.9228765430482753
United States,0.004476151061741285,0.0031009631558855475,6.759694588752645,0.0100700112176004,0.008013140806800607,6.891283711344126,66.17623249299851,8.472783906645372
United Kingdom,0.022944531651996364,3.0339818530283072e-06,0.4838791312888092,0.24376733375928966,0.03941720928539221,0.5404192824538588,14.542624602768747,0.8170031325362014
Canada,0.003306450878020551,3.0714541318802256e-14,0.942258155711383,0.00011153900651622094,0.009460117035856391,1.2959930820044772,66.08590523721728,1.0961771987598374
Mexico,0.0016030663437700625,0.0033335372151232306,0.19274762155582953,0.00651707172060619,0.003133836584732981,0.3645087987286656,140.5030238777783,0.9681399863452846
Israel,7.578803678260473e-07,0.0029580007996071423,0.3170222770538369,0.0033157552037760994,0.003781525165538044,0.5553763826265243,106.59520583714912,0.8343560641858421
Russia,0.001656726963595641,0.00044183663479944687,0.8184164400128178,0.09836334001239394,0.009198926669069497,0.8560984711931401,75.48878073555525,4.818138211357349
South Africa,1.6545202216839567e-07,0.00226003784646995,0.7316430903937833,0.003007242667092381,0.010023872679747664,0.930351423365231,50.51894420084381,1.2785714711990477
Australia,0.07984495874536501,0.044146664728949736,0.04923910136662932,5.704215362227009e-07,0.034232719948785933,0.6911456018300506,191.79980424936377,3.3245257296350825
Turkey,0.004658481710560894,0.0005039595237917246,1.250002171665371,0.41747695097822035,0.018796483167695444,1.3119738080813876,46.66296687573012,2.9750588033708176
California,3.0953925454537653e-06,0.0065191306218768,0.24144040358859492,0.05627472056909576,0.00788980640659214,0.3736606565937183,117.52053834432921,0.955768850604814
