Italy,0.007436035111769714,0.00023453027578625228,0.1879339242460963,0.12599834139870741,0.013698640845846155,0.24327464081217226,100.48083912860638,3.708502631824056,12.752345508998857
United States,0.00033759041744451453,0.001953694642945385,0.8621143507446514,0.06535758834110783,0.007536978118998387,1.530910309366735,178.93072964385527,5.774628573369775,-118.95698349884256
United Kingdom,0.002838399110148533,0.0023663725553117222,1.0938289966165646,0.005147432852446256,0.013188778639750907,2.54406879579052,142.82428777843762,3.1269969219193463,24.926511208476597
Canada,0.007202362091798108,0.00161520629952382,0.8828411974418664,0.14782799912693778,0.018122000713446808,0.9033372581960597,38.3301323192715,5.324273462081727,51.419953833973565
Mexico,0.0002337631626657176,0.004171745335152247,0.26750519264324124,0.023116250103651342,0.00466781485376698,0.4206389085111646,123.3974021469154,3.7085459026331176,3.745895547284208
Israel,7.146743173360691e-05,0.0020457516991304655,0.2140352017236821,0.09729949041075658,0.007150268228855645,0.23645367187102556,0.0011803393280923127,1.399251312844192,58.358453208938975
Russia,0.0018638699858096706,0.002852063793611215,0.5816103139245228,9.174282163343137e-06,0.005073386709096607,0.6430183225559414,73.3351652276854,2.1436904313808167,-48.84171979583354
South Africa,0.005045905044798919,0.004161378764791695,0.6528703604110796,8.288856003350046e-07,0.0060751290410118505,2.90883206397877,259.07740135601193,2.6203981206261964,-62.19920533671811
Australia,0.004260231715978398,0.00019655164358318446,0.32574527409644927,7.539291524128266e-12,0.028636646220174283,0.5541127896857385,0.027896348898546044,0.6658216594980508,127.23814723137642
turkey,0.0052771960318792,0.002721296960075319,0.3279429615735065,1.7727278336350832e-09,0.014744857248350205,0.4078200724862734,47.83056499347255,3.4714600678589043,30.23537227967934
